"1wqaA01-i1","3.40.120.10","Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3","1wqaA01"
"3m8oH01-i2","2.60.40.10","Immunoglobulins","3m8oH01"
"3mvpA02-i1","1.10.357.10","Tetracycline Repressor, domain 2","3mvpA02"
"5jftB00-i2","3.40.50.1460","","5jftB00"
"3dieA01-i2","3.40.30.10","Glutaredoxin","3dieA01"
"2wjwA02-i2","3.40.50.2300","","2wjwA02"
"2hc9A02-i1","3.40.630.10","Zn peptidases","2hc9A02"
"1y6zA01-i1","3.30.230.80","","1y6zA01"
"4jp0A01-i1","2.80.10.50","","4jp0A01"
"3dkrA00-i2","3.40.50.1820","","3dkrA00"
"1p68A00-i1","1.20.1480.30","Designed four-helix bundle protein","1p68A00"
"2xd3A02-i2","3.40.190.10","Periplasmic binding protein-like II","2xd3A02"
"2eh3A01-i1","1.10.10.60","Homeodomain-like","2eh3A01"
"2e7pC00-i2","3.40.30.10","Glutaredoxin","2e7pC00"
"1odzA00-i1","3.20.20.80","Glycosidases","1odzA00"
"5dwdB00-i2","3.40.50.1820","","5dwdB00"
"4iibA02-i2","3.40.50.1700","","4iibA02"
"2hciB00-i2","2.40.50.40","","2hciB00"
"1y6zA02-i1","3.40.50.11260","","1y6zA02"
"3anwA01-i1","1.20.58.1030","","3anwA01"
"2p2wA01-i1","1.10.580.10","Citrate Synthase, domain 1","2p2wA01"
"4q5fA02-i1","1.20.1050.10","","4q5fA02"
"3uw2A02-i1","3.40.120.10","Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3","3uw2A02"
"3zh9B01-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3zh9B01"
"3thxA03-i1","1.10.1420.10","","3thxA03"
"5hxbA02-i2","2.40.30.10","Translation factors","5hxbA02"
"3uw2A03-i2","3.40.120.10","Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3","3uw2A03"
"3u3bA00-i1","1.20.120.160","","3u3bA00"
"4xznX00-i1","3.20.20.100","NADP-dependent oxidoreductase","4xznX00"
"4poqF00-i1","2.60.175.10","Polyomavirus Vp1, chain A","4poqF00"
"4kh9A01-i1","2.60.40.3870","","4kh9A01"
"3anwA02-i1","3.40.5.50","","3anwA02"
"4haeA00-i2","2.40.50.40","","4haeA00"
"2a9dA02-i1","2.60.40.650","","2a9dA02"
"4y9iA00-i1","2.30.110.10","Electron Transport, Fmn-binding Protein; Chain A","4y9iA00"
"1m56D00-i1","1.20.5.160","Bacterial aa3 type cytochrome c oxidase subunit IV","1m56D00"
"4iibA01-i1","3.20.20.300","","4iibA01"
"2l7eA00-i1","2.60.40.1970","","2l7eA00"
"2c21A00-i2","3.10.180.10","2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1","2c21A00"
"1wqaA03-i2","3.40.120.10","Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3","1wqaA03"
"3au0A01-i2","2.60.40.1280","","3au0A01"
"5c2vB00-i1","2.130.10.10","YVTN repeat-like/Quinoprotein amine dehydrogenase ","5c2vB00"
"1iy9A02-i1","2.30.140.10","","1iy9A02"
"4bfrB02-i1","3.10.20.90","Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1","4bfrB02"
"4imaA03-i1","2.40.33.10","PK beta-barrel domain-like","4imaA03"
"2oz3H02-i2","3.20.20.120","Enolase superfamily","2oz3H02"
"5hxbA01-i2","2.40.30.10","Translation factors","5hxbA01"
"3pm9C05-i1","1.10.45.10","Vanillyl-alcohol Oxidase; Chain A, domain 4","3pm9C05"
"1zjjA02-i2","3.40.50.1000","","1zjjA02"
"3gprC00-i1","3.10.100.10","Mannose-Binding Protein A, subunit A","3gprC00"
"2wfqA00-i1","3.30.1380.10","","2wfqA00"
"3hfa100-i2","3.60.20.10","Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1","3hfa100"
"2wjwA01-i2","3.40.50.2300","","2wjwA01"
"4af8A00-i1","3.40.50.12660","","4af8A00"
"4ixcA01-i2","3.40.367.20","","4ixcA01"
"3rufA01-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3rufA01"
"2hc9A01-i2","3.40.50.10590","Zn-dependent exopeptidases ","2hc9A01"
"4ll1C02-i1","2.60.40.640","","4ll1C02"
"2xvoB00-i1","3.10.490.30","","2xvoB00"
"2eh3A02-i1","1.10.357.10","Tetracycline Repressor, domain 2","2eh3A02"
"1knmA00-i2","2.80.10.50","","1knmA00"
"1z85A01-i1","2.40.240.20","Hypothetical PUA domain-like; domain 1","1z85A01"
"2hkeA02-i1","3.30.70.890","","2hkeA02"
"3zh9B03-i2","1.20.272.10","","3zh9B03"
"2xd3A01-i2","3.40.190.10","Periplasmic binding protein-like II","2xd3A01"
"1wqaA04-i1","3.30.310.50","Major birch pollen allergen Bet v 1","1wqaA04"
"3iahA00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3iahA00"
"2fbqA00-i1","1.10.357.10","Tetracycline Repressor, domain 2","2fbqA00"
"2d9vA01-i2","2.30.29.30","Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)","2d9vA01"
"2derB01-i2","3.40.50.620","HUPs","2derB01"
"3m8oH02-i2","2.60.40.10","Immunoglobulins","3m8oH02"
"4d3tA03-i1","3.90.1230.10","Nitric Oxide Synthase; Chain A, domain 3","4d3tA03"
"2ipbA00-i1","1.20.144.10","Vanadium-containing Chloroperoxidase, domain 1","2ipbA00"
"3zh9B02-i1","1.10.8.60","","3zh9B02"
"3thxA05-i1","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3thxA05"
"4q37A00-i1","3.40.50.280","Cobalamin (vitamin B12)-binding domain","4q37A00"
"3c05B00-i1","4.10.70.10","Echistatin","3c05B00"
"3rnjA00-i1","2.30.30.40","SH3 Domains","3rnjA00"
"4u6hB01-i2","2.60.40.10","Immunoglobulins","4u6hB01"
"2p2wA02-i1","1.10.230.10","Cytochrome P450-Terp, domain 2","2p2wA02"
"4mnrA01-i1","3.90.1310.10","Penicillin-binding protein 2a (Domain 2)","4mnrA01"
"3rufA02-i1","3.90.25.10","UDP-galactose 4-epimerase, domain 1","3rufA02"
"5m1tA00-i2","3.20.20.450","EAL domain-like","5m1tA00"
"3tr5A01-i1","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3tr5A01"
"4dohB02-i2","2.60.40.10","Immunoglobulins","4dohB02"
"4as5A01-i2","3.30.540.10","Fructose-1,6-Bisphosphatase, subunit A, domain 1","4as5A01"
"4d9uA01-i1","3.30.200.20","Phosphorylase Kinase; domain 1","4d9uA01"
"1hgvA00-i1","1.20.5.80","","1hgvA00"
"3ot6A00-i1","3.90.226.10","2-enoyl-CoA Hydratase; Chain A, domain 1","3ot6A00"
"1s5dA00-i2","3.90.210.10","Heat-Labile Enterotoxin, subunit A","1s5dA00"
"3uw2A01-i1","3.40.120.10","Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3","3uw2A01"
"3nixB00-i1","3.50.50.60","","3nixB00"
"1wqaA02-i1","3.40.120.10","Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3","1wqaA02"
"2wp1B00-i2","1.20.920.10","Histone Acetyltransferase; Chain A","2wp1B00"
"3tr5A02-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3tr5A02"
"5b5vD00-i1","1.20.140.30","Mob1/phocein","5b5vD00"
"4b7yD00-i2","3.30.40.10","Zinc/RING finger domain, C3HC4 (zinc finger)","4b7yD00"
"4ok0B02-i1","1.20.58.1790","","4ok0B02"
"2qjvA01-i2","2.60.120.10","Jelly Rolls","2qjvA01"
"3bs7A00-i2","1.10.150.50","Transcription Factor, Ets-1","3bs7A00"
"4bctA00-i1","2.60.110.10","Thaumatin","4bctA00"
"4zq8A00-i2","1.10.600.10","Farnesyl Diphosphate Synthase","4zq8A00"
"1adqA01-i2","2.60.40.10","Immunoglobulins","1adqA01"
"4dz8B02-i2","2.60.40.10","Immunoglobulins","4dz8B02"
"3wozB00-i2","1.25.10.10","Leucine-rich Repeat Variant","3wozB00"
"3gprD00-i1","3.10.100.10","Mannose-Binding Protein A, subunit A","3gprD00"
"3gf9A00-i1","1.20.900.10","DBL homology domain (DH-domain)","3gf9A00"
"1raqA00-i2","1.10.760.10","Cytochrome c","1raqA00"
"2kb9A00-i1","2.10.25.10","Laminin","2kb9A00"
"3hdjA01-i2","3.30.1780.10","ornithine cyclodeaminase, domain 1","3hdjA01"
"3f59D00-i2","2.60.220.30","","3f59D00"
"3sqfA00-i2","2.40.70.10","Acid Proteases","3sqfA00"
"1zx8A01-i1","2.40.100.20","","1zx8A01"
"2qiaA02-i1","1.20.1180.10","","2qiaA02"
"3hdjA02-i1","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3hdjA02"
"4d0kA01-i2","2.130.10.10","YVTN repeat-like/Quinoprotein amine dehydrogenase ","4d0kA01"
"4ngeA03-i2","3.30.830.10","Cytochrome Bc1 Complex; Chain A, domain 1","4ngeA03"
"4bzyB03-i1","2.60.40.1180","Golgi alpha-mannosidase II","4bzyB03"
"3isaB00-i1","3.90.226.10","2-enoyl-CoA Hydratase; Chain A, domain 1","3isaB00"
"1fu1B02-i1","1.20.5.370","","1fu1B02"
"1ufbA00-i2","1.20.120.330","Nucleotidyltransferases  domain 2","1ufbA00"
"2jr5A00-i1","1.10.150.250","Ygfy","2jr5A00"
"3wg9A02-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3wg9A02"
"3fm2A00-i2","3.40.1570.10","HemS/ChuS/ChuX like domains","3fm2A00"
"3m05B01-i1","3.30.70.120","","3m05B01"
"4p17A02-i1","1.10.8.270","putative rabgap domain of human tbc1 domain family member 14 like domains","4p17A02"
"1h72C02-i1","3.30.70.890","","1h72C02"
"2qiaA01-i2","2.160.10.10","Hexapeptide repeat proteins","2qiaA01"
"3i2vA00-i2","3.40.250.10","Oxidized Rhodanese, domain 1","3i2vA00"
"4jb8B00-i1","3.30.70.1470","Caspase-like ","4jb8B00"
"3ignA00-i2","3.30.70.270","","3ignA00"
"1tbaA00-i1","1.10.1100.10","TAF(II)230 TBP-binding fragment","1tbaA00"
"1rzsA00-i1","1.10.260.40","lambda repressor-like DNA-binding domains","1rzsA00"
"2qjvA02-i1","2.60.120.10","Jelly Rolls","2qjvA02"
"3pxvA00-i2","3.40.109.10","NADH Oxidase","3pxvA00"
"5j47A01-i1","1.10.10.510","Large t antigen; domain 1","5j47A01"
"1wp9A02-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","1wp9A02"
"2pxqA00-i1","1.10.260.30","","2pxqA00"
"2yvrA00-i1","3.30.40.200","","2yvrA00"
"2qhqB00-i1","3.20.160.10","vpa0580 domain like","2qhqB00"
"3saoB01-i2","2.40.128.20","","3saoB01"
"4lbaA01-i1","2.60.40.2410","","4lbaA01"
"2xu8A00-i1","2.30.30.900","","2xu8A00"
"3rlgA00-i2","3.20.20.190","Phosphatidylinositol (PI) phosphodiesterase","3rlgA00"
"2i1mA02-i2","1.10.510.10","Transferase(Phosphotransferase) domain 1","2i1mA02"
"4k8wA00-i1","2.10.109.10","Umud Fragment, subunit A","4k8wA00"
"4yqdA01-i1","3.40.1280.10","","4yqdA01"
"4yuvA01-i2","2.30.140.10","","4yuvA01"
"2jxbA00-i2","2.30.30.40","SH3 Domains","2jxbA00"
"4l3aA02-i2","3.80.10.10","Ribonuclease Inhibitor","4l3aA02"
"2cduA03-i2","3.30.390.30","","2cduA03"
"1reoA03-i1","1.10.405.10","Guanine Nucleotide Dissociation Inhibitor, domain 1","1reoA03"
"2rnlA00-i2","2.10.25.10","Laminin","2rnlA00"
"3i76B01-i2","3.40.50.1000","","3i76B01"
"3q85B00-i1","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3q85B00"
"3gybA02-i2","3.40.50.2300","","3gybA02"
"1kmoA02-i2","2.40.170.20","","1kmoA02"
"1wp9A01-i1","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","1wp9A01"
"4l3aA01-i1","3.80.10.10","Ribonuclease Inhibitor","4l3aA01"
"2wqpA02-i2","3.90.1210.10","AFP III-like domain","2wqpA02"
"4ry2A01-i1","3.90.70.10","Cysteine proteinases","4ry2A01"
"4hdrD01-i1","1.10.1610.10","","4hdrD01"
"4eozB03-i1","1.20.58.2160","","4eozB03"
"1jb0D00-i1","3.30.1470.10","","1jb0D00"
"4dagL01-i2","2.60.40.10","Immunoglobulins","4dagL01"
"4qwwD01-i2","2.60.40.10","Immunoglobulins","4qwwD01"
"2xu2A00-i1","3.20.20.370","Glycoside hydrolase/deacetylase","2xu2A00"
"3mcuA00-i2","3.40.50.1950","","3mcuA00"
"2cduA02-i1","3.50.50.60","","2cduA02"
"4jimB01-i1","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","4jimB01"
"1l6pA00-i1","2.60.40.1250","","1l6pA00"
"3cnqP00-i2","3.30.70.80","","3cnqP00"
"1h72C01-i2","3.30.230.10","","1h72C01"
"2r0qC02-i2","1.10.10.60","Homeodomain-like","2r0qC02"
"4lstG01-i1","2.170.40.20","HIV Envelope Protein Gp120; Chain G","4lstG01"
"4hxyA00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","4hxyA00"
"1yg6A00-i2","3.90.226.10","2-enoyl-CoA Hydratase; Chain A, domain 1","1yg6A00"
"4culA03-i1","3.90.1230.10","Nitric Oxide Synthase; Chain A, domain 3","4culA03"
"2mhpA00-i2","2.10.25.10","Laminin","2mhpA00"
"2jy9A01-i2","3.30.160.20","","2jy9A01"
"2x32A00-i2","2.40.128.110","YceI-like","2x32A00"
"2g7bA00-i1","2.40.128.20","","2g7bA00"
"4c9gA00-i1","1.50.40.10","Mitochondrial carrier domain","4c9gA00"
"4w6yB00-i2","2.60.40.10","Immunoglobulins","4w6yB00"
"4yyfA00-i1","3.20.20.300","","4yyfA00"
"4o1kA00-i1","3.40.1050.10","Beta-carbonic Anhydrase; Chain A","4o1kA00"
"5a9tA02-i2","1.10.1040.10","N-(1-d-carboxylethyl)-l-norvaline Dehydrogenase; domain 2","5a9tA02"
"1reoA01-i1","3.90.660.10","","1reoA01"
"3aizC00-i2","3.70.10.10","","3aizC00"
"4we5A01-i1","3.90.209.20","","4we5A01"
"4eozB01-i2","1.20.1310.10","Cullin Repeats","4eozB01"
"3o58W01-i1","3.30.70.330","","3o58W01"
"4l3aA05-i2","2.60.40.10","Immunoglobulins","4l3aA05"
"1r5pB00-i2","3.40.30.10","Glutaredoxin","1r5pB00"
"4luqC00-i1","3.40.1000.60","","4luqC00"
"1wyuA02-i2","3.40.640.10","Type I PLP-dependent aspartate aminotransferase-like (Major domain)","1wyuA02"
"2of7A02-i1","1.10.357.10","Tetracycline Repressor, domain 2","2of7A02"
"4ktwA00-i1","3.30.420.10","","4ktwA00"
"3bcnA00-i2","3.90.70.10","Cysteine proteinases","3bcnA00"
"4gs5A01-i1","3.40.50.12780","","4gs5A01"
"5le5M00-i2","3.60.20.10","Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1","5le5M00"
"4fzmA01-i1","1.10.150.880","","4fzmA01"
"2cp0A00-i1","2.30.30.190","","2cp0A00"
"2pmaA01-i1","2.40.70.10","Acid Proteases","2pmaA01"
"1k5nA02-i2","2.60.40.10","Immunoglobulins","1k5nA02"
"2e5kA01-i1","2.30.30.40","SH3 Domains","2e5kA01"
"1wyuA01-i1","3.90.1150.10","Aspartate Aminotransferase, domain 1","1wyuA01"
"4exkA01-i2","3.40.190.10","Periplasmic binding protein-like II","4exkA01"
"2hdlA00-i2","2.40.50.40","","2hdlA00"
"4g1pA02-i2","3.30.70.360","","4g1pA02"
"3ubrA01-i2","1.10.1130.10","Flavocytochrome C3; Chain A","3ubrA01"
"2yvlA02-i2","3.40.50.150","Vaccinia Virus protein VP39","2yvlA02"
"4gs5A02-i1","3.30.300.30","","4gs5A02"
"4itqA00-i1","1.10.8.50","","4itqA00"
"2qz4A01-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","2qz4A01"
"3jszA01-i1","1.10.1740.130","","3jszA01"
"1bx4A01-i1","3.40.1190.20","","1bx4A01"
"2yvlA01-i1","3.10.330.20","","2yvlA01"
"2pqgB01-i2","3.40.420.10","Ricin (A subunit), domain 1","2pqgB01"
"3ouzB03-i1","3.30.1490.20","ATP-grasp fold, A domain","3ouzB03"
"3aagA01-i1","3.40.1380.40","","3aagA01"
"4xosA00-i2","3.80.10.10","Ribonuclease Inhibitor","4xosA00"
"2vs6B02-i2","4.10.470.10","Ricin (A Subunit), domain 2","2vs6B02"
"4bf5A02-i2","3.20.20.10","Alanine racemase","4bf5A02"
"1tvsA00-i1","4.10.210.10","Transactivator Protein (TAT, TAT EIAVY)","1tvsA00"
"1wj7A01-i1","1.10.8.10","DNA helicase RuvA subunit, C-terminal domain","1wj7A01"
"1dd9A01-i1","3.90.980.10","","1dd9A01"
"1dd9A03-i1","1.20.50.20","","1dd9A03"
"4r7zH00-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","4r7zH00"
"4ffcA02-i1","3.40.640.10","Type I PLP-dependent aspartate aminotransferase-like (Major domain)","4ffcA02"
"2nx4C00-i1","1.10.357.10","Tetracycline Repressor, domain 2","2nx4C00"
"3tekA00-i1","3.30.470.50","","3tekA00"
"3aj6B01-i2","2.80.10.50","","3aj6B01"
"1k5nA01-i1","3.30.500.10","Murine Class I Major Histocompatibility Complex, H2-DB, subunit A, domain 1","1k5nA01"
"3s6jE02-i1","1.10.150.240","Putative phosphatase; domain 2","3s6jE02"
"4exkA03-i1","2.60.40.10","Immunoglobulins","4exkA03"
"1dd9A02-i1","3.40.1360.10","","1dd9A02"
"3kzaA00-i2","2.40.128.20","","3kzaA00"
"3ubrA02-i1","1.20.140.10","Butyryl-CoA Dehydrogenase, subunit A, domain 3","3ubrA02"
"3lefA00-i1","3.40.30.10","Glutaredoxin","3lefA00"
"1uf3A00-i1","3.60.21.10","","1uf3A00"
"1tlyA00-i1","2.40.230.20","Tsx-like channel","1tlyA00"
"3pxgC02-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3pxgC02"
"2hzgA02-i2","3.20.20.120","Enolase superfamily","2hzgA02"
"4om9A01-i1","2.40.10.120","","4om9A01"
"1ef8B01-i1","1.10.12.10","Lyase 2-enoyl-coa Hydratase, Chain  A, domain 2","1ef8B01"
"3leqA00-i2","3.30.450.30","Dynein light chain 2a, cytoplasmic","3leqA00"
"1oziA00-i2","2.30.42.10","","1oziA00"
"2ct6A00-i2","3.40.30.10","Glutaredoxin","2ct6A00"
"2d4aD01-i1","3.40.50.720","NAD(P)-binding Rossmann-like Domain","2d4aD01"
"1vwxP00-i2","3.90.470.10","Ribosomal Protein L22; Chain A","1vwxP00"
"5idyA00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","5idyA00"
"1sjqA00-i2","3.30.70.330","","1sjqA00"
"5hciC00-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","5hciC00"
"3s13A01-i1","2.10.77.10","Hemagglutinin Chain A, Domain 2","3s13A01"
"4iarA01-i1","1.20.1070.10","Rhopdopsin 7-helix transmembrane proteins","4iarA01"
"3hjvA01-i2","3.40.366.10","Malonyl-Coenzyme A Acyl Carrier Protein, domain 2","3hjvA01"
"4zngA02-i2","3.90.230.10","Creatinase/methionine aminopeptidase superfamily","4zngA02"
"4jjnK00-i1","2.30.30.490","","4jjnK00"
"4jhcB00-i1","3.90.950.10","","4jhcB00"
"1wt5A00-i2","2.60.40.10","Immunoglobulins","1wt5A00"
"3pidA01-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3pidA01"
"2bryA01-i1","3.50.50.70","","2bryA01"
"1i82A00-i2","2.60.40.1190","","1i82A00"
"5dovB01-i2","3.90.180.10","Medium-chain alcohol dehydrogenases, catalytic domain","5dovB01"
"4gmvA01-i2","3.10.20.90","Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1","4gmvA01"
"4ottB01-i1","3.60.20.40","","4ottB01"
"3cq2A00-i2","3.30.300.130","Fe-S cluster assembly (FSCA)","3cq2A00"
"3cbbA00-i1","3.30.50.10","Erythroid Transcription Factor GATA-1, subunit A","3cbbA00"
"3qg6B01-i2","2.60.40.10","Immunoglobulins","3qg6B01"
"1ynjB01-i1","3.30.1360.10","","1ynjB01"
"1vytB02-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","1vytB02"
"2qz4A02-i2","1.10.8.60","","2qz4A02"
"3pzjB00-i2","3.40.630.30","","3pzjB00"
"4j27A02-i1","2.60.40.1180","Golgi alpha-mannosidase II","4j27A02"
"4tlsA00-i1","2.60.40.180","","4tlsA00"
"1bx4A02-i1","3.30.1110.10","","1bx4A02"
"2jqtA00-i1","1.20.1280.40","","2jqtA00"
"1rhi100-i2","2.60.120.20","","1rhi100"
"4exkA02-i2","3.40.190.10","Periplasmic binding protein-like II","4exkA02"
"2d89A01-i2","1.10.418.10","Actin-binding Protein, T-fimbrin; domain 1","2d89A01"
"4qeyA00-i1","2.60.60.60","","4qeyA00"
"1t7sA00-i2","1.20.58.120","","1t7sA00"
"4e38C00-i1","3.20.20.70","Aldolase class I","4e38C00"
"2cwqA00-i2","1.20.1290.10","AhpD-like","2cwqA00"
"1t3iA01-i2","3.90.1150.10","Aspartate Aminotransferase, domain 1","1t3iA01"
"2d37A00-i2","2.30.110.10","Electron Transport, Fmn-binding Protein; Chain A","2d37A00"
"1f3vA00-i1","3.30.70.680","TRADD, N-terminal domain","1f3vA00"
"2yx6D01-i2","3.30.420.130","","2yx6D01"
"4rdzB00-i2","3.20.20.140","Metal-dependent hydrolases","4rdzB00"
"2of7A01-i1","1.10.10.60","Homeodomain-like","2of7A01"
"3akmA00-i1","2.40.128.20","","3akmA00"
"2l3rA02-i1","2.30.30.30","","2l3rA02"
"3m6uB02-i2","3.40.50.150","Vaccinia Virus protein VP39","3m6uB02"
"1oh0B00-i2","3.10.450.50","","1oh0B00"
"3n40P03-i1","3.30.1490.280","","3n40P03"
"4mb1A03-i2","2.60.40.1180","Golgi alpha-mannosidase II","4mb1A03"
"4iiuC00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","4iiuC00"
"1n67A01-i2","2.60.40.1280","","1n67A01"
"2ajuH02-i2","2.60.40.10","Immunoglobulins","2ajuH02"
"4nhxA02-i2","2.60.120.620","q2cbj1_9rhob like domain","4nhxA02"
"1ro5A01-i2","3.40.630.30","","1ro5A01"
"2fyuF00-i1","1.10.1090.10","Cytochrome Bc1 Complex; Chain F","2fyuF00"
"2eucA00-i1","1.10.8.570","","2eucA00"
"2d4zB00-i1","3.10.580.10","CBS-domain","2d4zB00"
"5b5eE00-i1","1.20.5.860","Photosystem q(b) protein helix","5b5eE00"
"1eysL02-i1","1.20.85.10","Membrane spanning alpha-helix pairs","1eysL02"
"4zgjB02-i1","2.30.30.50","","4zgjB02"
"1gerA02-i1","3.50.50.60","","1gerA02"
"2ajuH01-i2","2.60.40.10","Immunoglobulins","2ajuH01"
"3nirA00-i1","3.30.1350.10","Crambin-like","3nirA00"
"3fyhA02-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3fyhA02"
"1p16B02-i1","2.40.50.140","Nucleic acid-binding proteins","1p16B02"
"1n9rB00-i2","2.30.30.100","","1n9rB00"
"5ixjA01-i1","3.40.50.1100","","5ixjA01"
"3w9sB00-i2","3.40.50.2300","","3w9sB00"
"3gi0A01-i2","2.40.70.10","Acid Proteases","3gi0A01"
"3ipiA00-i1","1.10.600.10","Farnesyl Diphosphate Synthase","3ipiA00"
"3vv5A02-i2","3.40.190.10","Periplasmic binding protein-like II","3vv5A02"
"5jgaA01-i1","3.30.200.20","Phosphorylase Kinase; domain 1","5jgaA01"
"5esvA01-i2","2.60.40.10","Immunoglobulins","5esvA01"
"4mb1A02-i1","3.90.400.10","Oligo-1,6-glucosidase; Domain 2","4mb1A02"
"4a0tA01-i1","2.20.220.30","","4a0tA01"
"3zyiA01-i2","3.80.10.10","Ribonuclease Inhibitor","3zyiA01"
"1mzhA00-i1","3.20.20.70","Aldolase class I","1mzhA00"
"4h0pA01-i1","3.30.420.40","","4h0pA01"
"1xovA01-i1","3.40.630.40","Zn-dependent exopeptidases","1xovA01"
"1jalA01-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","1jalA01"
"2oz4H01-i2","2.60.40.10","Immunoglobulins","2oz4H01"
"4hbcL02-i2","2.60.40.10","Immunoglobulins","4hbcL02"
"1co6A00-i2","1.10.760.10","Cytochrome c","1co6A00"
"4a0tA03-i1","2.60.320.30","","4a0tA03"
"2ex3B02-i1","1.20.1270.230","","2ex3B02"
"2qtwB02-i1","2.60.120.690","Proprotein convertase subtilisin/kexin type 9","2qtwB02"
"4ylkA02-i2","1.10.510.10","Transferase(Phosphotransferase) domain 1","4ylkA02"
"4nh0A03-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","4nh0A03"
"5ca6B00-i1","2.60.120.200","","5ca6B00"
"4a0tA02-i1","2.20.70.120","","4a0tA02"
"3zl5E00-i2","3.40.30.10","Glutaredoxin","3zl5E00"
"1hq1A00-i1","1.10.260.30","","1hq1A00"
"2zueA01-i1","3.30.1360.70","","2zueA01"
"3fkaB00-i1","3.10.450.50","","3fkaB00"
"1lamA02-i1","3.40.630.10","Zn peptidases","1lamA02"
"1wjjA01-i2","2.40.50.140","Nucleic acid-binding proteins","1wjjA01"
"4n49A00-i1","3.40.50.12760","","4n49A00"
"3me0B00-i1","2.60.40.1090","","3me0B00"
"4qhzB00-i1","2.60.120.560","Exo-inulinase; domain 1","4qhzB00"
"3a2zA00-i2","3.90.1720.10","endopeptidase domain like (from Nostoc punctiforme)","3a2zA00"
"1tzyC00-i1","1.10.20.10","Histone, subunit A","1tzyC00"
"4hbcL01-i2","2.60.40.10","Immunoglobulins","4hbcL01"
"1ktzB00-i1","2.10.60.10","CD59","1ktzB00"
"2hsiB02-i1","2.70.70.10","Glucose Permease (Domain IIA)","2hsiB02"
"2h3oA00-i1","1.10.287.910","bacterial mercury transporter, merf","2h3oA00"
"4zgjB01-i1","1.10.472.20","","4zgjB01"
"2amjB00-i2","3.40.50.360","","2amjB00"
"3ef4A00-i2","2.60.40.420","Cupredoxins -  blue copper proteins","3ef4A00"
"3fzyA00-i1","3.40.50.11050","","3fzyA00"
"3tqhA01-i2","3.90.180.10","Medium-chain alcohol dehydrogenases, catalytic domain","3tqhA01"
"4nhxA01-i2","2.60.120.620","q2cbj1_9rhob like domain","4nhxA01"
"1tqbB01-i2","2.60.40.10","Immunoglobulins","1tqbB01"
"4p78C00-i2","3.30.920.30","Hypothetical protein.","4p78C00"
"2rghA01-i1","3.50.50.60","","2rghA01"
"1n9wA01-i2","2.40.50.140","Nucleic acid-binding proteins","1n9wA01"
"4jleA00-i1","1.20.58.1760","","4jleA00"
"4hs1A00-i2","3.40.30.10","Glutaredoxin","4hs1A00"
"4qroC00-i2","3.20.20.140","Metal-dependent hydrolases","4qroC00"
"1jkwA02-i2","1.10.472.10","","1jkwA02"
"4idcA01-i2","3.90.180.10","Medium-chain alcohol dehydrogenases, catalytic domain","4idcA01"
"4mb1A01-i1","3.20.20.80","Glycosidases","4mb1A01"
"3nrrA03-i1","3.30.572.10","Thymidylate Synthase, chain A","3nrrA03"
"4rg8A03-i1","1.20.1280.70","","4rg8A03"
"4hcrH02-i2","2.60.40.10","Immunoglobulins","4hcrH02"
"2o1qA01-i2","2.60.120.10","Jelly Rolls","2o1qA01"
"3n40P02-i1","2.60.40.3200","","3n40P02"
"4qqgG00-i2","2.30.30.140","","4qqgG00"
